id_entrega,fecha,zona,tipo_pedido,clima,trafico,tiempo_entrega,retraso,lat,lng
510,2025-06-07 04:31:01.373803,San Miguel,Supermercado,Nublado,Bajo,37,2,13.4833,-88.1833
511,2025-07-12 09:52:21.735693,La Libertad,Tienda en línea,Soleado,Bajo,32,7,13.4883,-89.3222
512,2025-04-12 11:28:49.727061,San Salvador,Restaurante,Soleado,Alto,32,0,13.6929,-89.2182
513,2025-03-30 15:11:00.157601,La Libertad,Supermercado,Nublado,Medio,34,14,13.4883,-89.3222
514,2025-05-06 21:07:20.040565,La Libertad,Restaurante,Soleado,Bajo,21,0,13.4883,-89.3222
515,2025-03-28 07:01:25.665562,Santa Ana,Supermercado,Nublado,Medio,36,6,13.9942,-89.5597
516,2025-06-06 02:10:21.956308,Santa Ana,Restaurante,Nublado,Bajo,27,6,13.9942,-89.5597
517,2025-03-04 13:01:17.037044,Santa Ana,Restaurante,Nublado,Medio,50,25,13.9942,-89.5597
518,2025-04-12 21:21:53.127870,San Miguel,Supermercado,Nublado,Medio,42,3,13.4833,-88.1833
519,2025-06-12 02:38:14.890617,San Miguel,Restaurante,Soleado,Medio,22,0,13.4833,-88.1833
520,2025-06-20 16:45:17.238362,San Miguel,Tienda en línea,Lluvioso,Bajo,55,30,13.4833,-88.1833
521,2025-04-29 16:45:14.995093,La Libertad,Farmacia,Nublado,Medio,40,3,13.4883,-89.3222
522,2025-04-10 23:25:52.419558,La Libertad,Farmacia,Lluvioso,Bajo,42,7,13.4883,-89.3222
523,2025-04-03 11:32:27.970157,San Miguel,Restaurante,Nublado,Alto,42,17,13.4833,-88.1833
524,2025-08-10 12:49:00.967422,La Libertad,Supermercado,Soleado,Medio,22,0,13.4883,-89.3222
525,2025-04-14 08:50:44.178657,San Salvador,Restaurante,Nublado,Bajo,25,0,13.6929,-89.2182
526,2025-07-21 02:53:31.883694,Santa Ana,Tienda en línea,Nublado,Alto,55,31,13.9942,-89.5597
527,2025-07-19 21:27:28.664543,La Libertad,Supermercado,Soleado,Medio,46,21,13.4883,-89.3222
528,2025-08-15 19:24:43.779672,La Libertad,Farmacia,Nublado,Medio,37,0,13.4883,-89.3222
529,2025-08-18 21:39:27.096833,Santa Ana,Farmacia,Lluvioso,Bajo,40,17,13.9942,-89.5597
530,2025-03-14 13:41:52.501999,San Miguel,Restaurante,Lluvioso,Medio,65,31,13.4833,-88.1833
531,2025-03-26 22:45:18.613810,Santa Ana,Supermercado,Soleado,Bajo,25,0,13.9942,-89.5597
532,2025-07-01 11:06:47.997044,San Salvador,Supermercado,Soleado,Alto,50,24,13.6929,-89.2182
533,2025-07-28 17:52:08.484447,Santa Ana,Restaurante,Soleado,Alto,51,13,13.9942,-89.5597
534,2025-05-26 18:07:19.341486,San Miguel,Restaurante,Nublado,Bajo,32,0,13.4833,-88.1833
535,2025-03-25 04:26:22.954246,San Salvador,Restaurante,Soleado,Alto,36,3,13.6929,-89.2182
536,2025-08-30 07:18:00.674424,San Salvador,Farmacia,Lluvioso,Bajo,49,24,13.6929,-89.2182
537,2025-04-29 19:18:58.378733,San Miguel,Tienda en línea,Nublado,Medio,30,0,13.4833,-88.1833
538,2025-07-30 16:50:32.687085,San Miguel,Restaurante,Nublado,Alto,55,15,13.4833,-88.1833
539,2025-07-09 08:47:40.038194,La Libertad,Farmacia,Nublado,Medio,40,1,13.4883,-89.3222
540,2025-08-30 23:57:37.992465,San Salvador,Farmacia,Lluvioso,Bajo,51,27,13.6929,-89.2182
541,2025-04-25 23:10:08.605688,San Salvador,Farmacia,Lluvioso,Medio,57,17,13.6929,-89.2182
542,2025-03-06 20:13:31.316525,San Salvador,Supermercado,Soleado,Bajo,40,10,13.6929,-89.2182
543,2025-04-16 17:40:45.545738,San Salvador,Farmacia,Lluvioso,Bajo,27,0,13.6929,-89.2182
544,2025-05-17 10:31:56.991938,La Libertad,Supermercado,Lluvioso,Medio,34,0,13.4883,-89.3222
545,2025-06-22 01:10:10.796310,San Miguel,Farmacia,Nublado,Bajo,46,19,13.4833,-88.1833
546,2025-03-29 15:19:47.526013,San Salvador,Tienda en línea,Soleado,Alto,47,25,13.6929,-89.2182
547,2025-03-18 09:05:51.366174,San Salvador,Farmacia,Lluvioso,Medio,57,29,13.6929,-89.2182
548,2025-03-12 16:49:04.313946,Santa Ana,Tienda en línea,Nublado,Alto,46,16,13.9942,-89.5597
549,2025-03-07 03:12:51.575435,Santa Ana,Tienda en línea,Soleado,Medio,31,0,13.9942,-89.5597
550,2025-04-04 11:25:37.784492,San Miguel,Tienda en línea,Lluvioso,Medio,32,1,13.4833,-88.1833
551,2025-05-06 00:26:51.413026,La Libertad,Farmacia,Lluvioso,Alto,56,27,13.4883,-89.3222
552,2025-03-19 20:49:20.446690,San Salvador,Farmacia,Lluvioso,Medio,58,29,13.6929,-89.2182
553,2025-04-24 17:17:55.900031,San Salvador,Restaurante,Nublado,Alto,49,9,13.6929,-89.2182
554,2025-08-04 18:43:17.588683,San Miguel,Supermercado,Lluvioso,Medio,48,17,13.4833,-88.1833
555,2025-08-22 01:45:33.977503,Santa Ana,Supermercado,Nublado,Alto,63,34,13.9942,-89.5597
556,2025-08-04 05:17:59.753015,San Miguel,Restaurante,Soleado,Bajo,28,1,13.4833,-88.1833
557,2025-08-24 10:39:18.419164,San Salvador,Restaurante,Nublado,Medio,42,2,13.6929,-89.2182
558,2025-06-26 08:09:58.320596,San Miguel,Restaurante,Lluvioso,Alto,60,33,13.4833,-88.1833
559,2025-07-10 23:25:23.188890,San Salvador,Restaurante,Soleado,Alto,30,0,13.6929,-89.2182
560,2025-04-23 19:19:17.852707,Santa Ana,Farmacia,Nublado,Bajo,26,0,13.9942,-89.5597
561,2025-03-14 06:13:05.143086,San Miguel,Tienda en línea,Soleado,Alto,38,1,13.4833,-88.1833
562,2025-03-24 07:03:41.453377,La Libertad,Farmacia,Lluvioso,Medio,58,30,13.4883,-89.3222
563,2025-07-19 08:31:43.061991,La Libertad,Farmacia,Soleado,Medio,46,12,13.4883,-89.3222
564,2025-05-28 21:27:32.284415,Santa Ana,Farmacia,Lluvioso,Bajo,36,15,13.9942,-89.5597
565,2025-06-06 21:06:12.739354,La Libertad,Farmacia,Nublado,Medio,48,16,13.4883,-89.3222
566,2025-08-21 01:38:49.491661,San Salvador,Farmacia,Soleado,Medio,49,14,13.6929,-89.2182
567,2025-07-30 05:09:42.911231,Santa Ana,Restaurante,Nublado,Medio,46,17,13.9942,-89.5597
568,2025-05-17 18:03:25.866263,Santa Ana,Farmacia,Lluvioso,Bajo,43,15,13.9942,-89.5597
569,2025-03-03 05:31:46.541595,La Libertad,Tienda en línea,Lluvioso,Bajo,34,10,13.4883,-89.3222
570,2025-06-12 08:58:20.514168,La Libertad,Tienda en línea,Nublado,Bajo,41,19,13.4883,-89.3222
571,2025-03-27 01:50:03.459206,Santa Ana,Supermercado,Lluvioso,Bajo,34,4,13.9942,-89.5597
572,2025-05-12 11:13:47.841003,La Libertad,Tienda en línea,Lluvioso,Alto,47,10,13.4883,-89.3222
573,2025-06-12 22:23:09.338816,San Salvador,Farmacia,Nublado,Alto,37,17,13.6929,-89.2182
574,2025-04-11 15:51:02.594793,La Libertad,Tienda en línea,Lluvioso,Bajo,47,23,13.4883,-89.3222
575,2025-04-19 13:06:54.154703,Santa Ana,Farmacia,Lluvioso,Bajo,44,15,13.9942,-89.5597
576,2025-05-01 18:23:34.898434,San Miguel,Farmacia,Lluvioso,Medio,60,32,13.4833,-88.1833
577,2025-04-25 03:33:21.901488,Santa Ana,Tienda en línea,Nublado,Alto,41,8,13.9942,-89.5597
578,2025-07-07 22:16:48.053762,San Salvador,Restaurante,Lluvioso,Bajo,46,26,13.6929,-89.2182
579,2025-05-19 11:06:55.683870,San Salvador,Restaurante,Soleado,Bajo,43,16,13.6929,-89.2182
580,2025-05-30 23:32:24.857139,San Miguel,Farmacia,Nublado,Medio,51,13,13.4833,-88.1833
581,2025-05-28 01:54:27.236871,San Miguel,Restaurante,Soleado,Alto,59,22,13.4833,-88.1833
582,2025-08-28 20:55:37.914560,La Libertad,Supermercado,Soleado,Medio,22,0,13.4883,-89.3222
583,2025-05-28 04:49:54.149255,San Miguel,Farmacia,Nublado,Alto,62,31,13.4833,-88.1833
584,2025-08-24 20:32:33.760874,San Miguel,Farmacia,Soleado,Alto,45,8,13.4833,-88.1833
585,2025-04-16 08:42:29.520319,San Miguel,Tienda en línea,Soleado,Bajo,32,0,13.4833,-88.1833
586,2025-06-09 09:20:18.389433,San Miguel,Supermercado,Soleado,Alto,53,27,13.4833,-88.1833
587,2025-05-08 03:52:03.434920,San Salvador,Tienda en línea,Lluvioso,Bajo,41,14,13.6929,-89.2182
588,2025-08-21 22:09:38.726205,San Miguel,Farmacia,Nublado,Alto,44,5,13.4833,-88.1833
589,2025-08-17 10:22:45.615799,San Miguel,Supermercado,Lluvioso,Bajo,55,17,13.4833,-88.1833
590,2025-07-31 09:45:54.281864,Santa Ana,Supermercado,Soleado,Bajo,17,0,13.9942,-89.5597
591,2025-08-29 06:06:24.567459,Santa Ana,Restaurante,Lluvioso,Medio,38,9,13.9942,-89.5597
592,2025-08-18 03:20:14.465628,La Libertad,Farmacia,Soleado,Medio,44,6,13.4883,-89.3222
593,2025-03-06 12:52:17.164994,San Miguel,Tienda en línea,Lluvioso,Bajo,30,4,13.4833,-88.1833
594,2025-05-29 16:40:42.687929,La Libertad,Tienda en línea,Nublado,Bajo,23,0,13.4883,-89.3222
595,2025-06-15 12:48:57.704045,San Salvador,Supermercado,Nublado,Alto,43,12,13.6929,-89.2182
596,2025-08-05 05:13:40.593608,La Libertad,Farmacia,Nublado,Bajo,22,0,13.4883,-89.3222
597,2025-06-16 16:30:48.065061,San Salvador,Restaurante,Lluvioso,Medio,33,0,13.6929,-89.2182
598,2025-08-05 05:47:06.872703,San Miguel,Supermercado,Soleado,Bajo,43,10,13.4833,-88.1833
599,2025-07-23 02:26:24.246194,Santa Ana,Supermercado,Soleado,Bajo,27,0,13.9942,-89.5597
600,2025-07-26 13:33:40.706784,San Salvador,Tienda en línea,Lluvioso,Medio,34,3,13.6929,-89.2182
601,2025-06-01 09:15:18.206961,San Salvador,Supermercado,Soleado,Alto,51,23,13.6929,-89.2182
602,2025-05-20 02:18:15.482040,San Salvador,Restaurante,Nublado,Bajo,25,4,13.6929,-89.2182
603,2025-04-06 04:12:17.389715,San Miguel,Supermercado,Soleado,Medio,51,22,13.4833,-88.1833
604,2025-03-29 08:44:10.620433,La Libertad,Supermercado,Lluvioso,Bajo,36,14,13.4883,-89.3222
605,2025-06-01 21:10:41.375576,San Miguel,Farmacia,Nublado,Alto,64,36,13.4833,-88.1833
606,2025-07-25 07:18:26.945603,Santa Ana,Restaurante,Soleado,Bajo,38,6,13.9942,-89.5597
607,2025-05-16 17:47:44.985080,San Miguel,Restaurante,Soleado,Alto,41,1,13.4833,-88.1833
608,2025-05-29 04:31:55.966184,San Miguel,Farmacia,Lluvioso,Alto,65,27,13.4833,-88.1833
609,2025-04-26 08:03:35.216501,Santa Ana,Supermercado,Soleado,Medio,41,20,13.9942,-89.5597
610,2025-07-24 20:29:20.163234,San Miguel,Tienda en línea,Lluvioso,Bajo,32,2,13.4833,-88.1833
611,2025-08-19 23:21:06.324487,San Salvador,Tienda en línea,Soleado,Alto,56,27,13.6929,-89.2182
612,2025-04-11 00:00:43.031633,Santa Ana,Farmacia,Soleado,Bajo,16,0,13.9942,-89.5597
613,2025-07-28 15:56:10.694022,La Libertad,Supermercado,Lluvioso,Medio,46,16,13.4883,-89.3222
614,2025-05-28 14:07:54.044158,Santa Ana,Farmacia,Lluvioso,Medio,62,28,13.9942,-89.5597
615,2025-06-11 13:09:17.825881,San Salvador,Supermercado,Nublado,Medio,45,5,13.6929,-89.2182
616,2025-08-24 10:36:31.696313,La Libertad,Restaurante,Soleado,Bajo,34,6,13.4883,-89.3222
617,2025-08-29 20:37:35.918187,San Salvador,Supermercado,Nublado,Medio,37,17,13.6929,-89.2182
618,2025-05-07 15:21:22.225003,San Salvador,Farmacia,Nublado,Bajo,17,0,13.6929,-89.2182
619,2025-04-05 11:12:02.467925,San Salvador,Farmacia,Soleado,Medio,26,0,13.6929,-89.2182
620,2025-05-04 07:34:35.525090,Santa Ana,Tienda en línea,Soleado,Alto,35,0,13.9942,-89.5597
621,2025-07-10 22:13:30.717790,San Miguel,Tienda en línea,Nublado,Bajo,37,0,13.4833,-88.1833
622,2025-04-21 17:21:34.829621,San Miguel,Supermercado,Lluvioso,Medio,39,3,13.4833,-88.1833
623,2025-08-13 01:49:48.766267,San Miguel,Restaurante,Soleado,Medio,43,20,13.4833,-88.1833
624,2025-05-29 17:33:36.792180,La Libertad,Restaurante,Lluvioso,Bajo,48,21,13.4883,-89.3222
625,2025-07-15 23:54:32.725882,La Libertad,Restaurante,Lluvioso,Bajo,34,8,13.4883,-89.3222
626,2025-03-28 18:41:56.977413,Santa Ana,Farmacia,Soleado,Alto,50,29,13.9942,-89.5597
627,2025-03-07 14:10:30.634162,San Salvador,Supermercado,Nublado,Medio,42,21,13.6929,-89.2182
628,2025-04-28 06:05:29.263795,La Libertad,Restaurante,Soleado,Bajo,28,5,13.4883,-89.3222
629,2025-07-17 18:55:21.149729,Santa Ana,Tienda en línea,Nublado,Bajo,31,8,13.9942,-89.5597
630,2025-08-15 11:14:49.756398,San Salvador,Farmacia,Nublado,Medio,43,9,13.6929,-89.2182
631,2025-05-22 10:39:37.047281,La Libertad,Farmacia,Lluvioso,Bajo,23,0,13.4883,-89.3222
632,2025-04-28 22:27:38.065607,San Salvador,Restaurante,Lluvioso,Medio,65,43,13.6929,-89.2182
633,2025-07-06 06:55:50.270190,Santa Ana,Tienda en línea,Soleado,Medio,42,20,13.9942,-89.5597
634,2025-08-31 10:40:17.542043,San Miguel,Restaurante,Nublado,Medio,24,0,13.4833,-88.1833
635,2025-05-31 01:45:40.713822,La Libertad,Tienda en línea,Nublado,Alto,47,21,13.4883,-89.3222
636,2025-05-09 17:39:44.234970,San Miguel,Supermercado,Soleado,Alto,55,30,13.4833,-88.1833
637,2025-08-14 09:42:08.171409,La Libertad,Farmacia,Lluvioso,Medio,51,19,13.4883,-89.3222
638,2025-06-25 02:58:15.936906,San Miguel,Supermercado,Nublado,Alto,46,14,13.4833,-88.1833
639,2025-03-07 01:04:30.282738,San Miguel,Restaurante,Nublado,Bajo,33,10,13.4833,-88.1833
640,2025-03-07 03:52:23.646433,San Salvador,Farmacia,Lluvioso,Alto,66,32,13.6929,-89.2182
641,2025-06-19 21:01:19.212140,Santa Ana,Farmacia,Nublado,Medio,41,7,13.9942,-89.5597
642,2025-06-13 12:57:05.931808,La Libertad,Supermercado,Lluvioso,Medio,64,43,13.4883,-89.3222
643,2025-07-18 02:43:12.379281,Santa Ana,Tienda en línea,Soleado,Bajo,40,11,13.9942,-89.5597
644,2025-05-04 18:41:36.038135,San Salvador,Supermercado,Lluvioso,Alto,70,32,13.6929,-89.2182
645,2025-08-08 21:40:12.758721,San Miguel,Restaurante,Soleado,Bajo,36,8,13.4833,-88.1833
646,2025-03-28 03:37:03.817237,La Libertad,Supermercado,Nublado,Medio,32,4,13.4883,-89.3222
647,2025-06-18 02:58:28.236810,Santa Ana,Supermercado,Soleado,Alto,38,4,13.9942,-89.5597
648,2025-08-09 12:16:13.948393,San Salvador,Farmacia,Nublado,Medio,31,0,13.6929,-89.2182
649,2025-04-25 20:04:52.189444,Santa Ana,Farmacia,Soleado,Bajo,24,0,13.9942,-89.5597
650,2025-08-10 02:41:11.762508,Santa Ana,Restaurante,Nublado,Alto,54,17,13.9942,-89.5597
651,2025-08-23 10:26:54.598808,La Libertad,Tienda en línea,Nublado,Alto,32,2,13.4883,-89.3222
652,2025-08-08 07:32:19.999842,San Miguel,Restaurante,Lluvioso,Medio,56,21,13.4833,-88.1833
653,2025-07-04 15:33:42.713803,Santa Ana,Supermercado,Nublado,Medio,35,5,13.9942,-89.5597
654,2025-03-18 11:54:24.625655,San Miguel,Restaurante,Lluvioso,Bajo,40,11,13.4833,-88.1833
655,2025-05-22 11:30:39.287530,San Miguel,Restaurante,Soleado,Bajo,24,0,13.4833,-88.1833
656,2025-08-01 21:16:36.892988,San Salvador,Restaurante,Lluvioso,Alto,43,6,13.6929,-89.2182
657,2025-04-25 21:27:20.075480,Santa Ana,Restaurante,Nublado,Medio,27,6,13.9942,-89.5597
658,2025-08-20 01:42:10.886589,La Libertad,Supermercado,Soleado,Alto,41,5,13.4883,-89.3222
659,2025-04-10 13:32:31.461060,La Libertad,Farmacia,Lluvioso,Medio,59,33,13.4883,-89.3222
660,2025-06-05 15:58:08.316972,San Miguel,Farmacia,Nublado,Medio,43,10,13.4833,-88.1833
661,2025-04-11 13:35:20.797522,La Libertad,Supermercado,Soleado,Bajo,35,0,13.4883,-89.3222
662,2025-07-21 04:22:46.911148,San Miguel,Supermercado,Lluvioso,Bajo,36,13,13.4833,-88.1833
663,2025-03-09 12:41:14.972151,Santa Ana,Tienda en línea,Soleado,Medio,51,22,13.9942,-89.5597
664,2025-04-01 21:59:17.187512,San Miguel,Restaurante,Nublado,Medio,55,19,13.4833,-88.1833
665,2025-04-03 20:49:20.820669,San Miguel,Farmacia,Soleado,Alto,35,11,13.4833,-88.1833
666,2025-07-09 23:42:40.277682,La Libertad,Supermercado,Nublado,Bajo,36,8,13.4883,-89.3222
667,2025-05-10 15:17:04.970353,San Miguel,Restaurante,Lluvioso,Bajo,52,20,13.4833,-88.1833
668,2025-07-26 17:48:23.683561,Santa Ana,Supermercado,Soleado,Bajo,41,13,13.9942,-89.5597
669,2025-08-11 15:19:37.826123,San Salvador,Restaurante,Soleado,Bajo,26,0,13.6929,-89.2182
670,2025-07-05 09:25:28.286490,La Libertad,Restaurante,Lluvioso,Alto,43,8,13.4883,-89.3222
671,2025-06-18 19:28:24.801232,San Salvador,Tienda en línea,Lluvioso,Bajo,36,0,13.6929,-89.2182
672,2025-07-30 16:18:51.276698,San Salvador,Farmacia,Nublado,Bajo,21,0,13.6929,-89.2182
673,2025-05-23 13:45:11.707839,San Salvador,Restaurante,Nublado,Medio,47,11,13.6929,-89.2182
674,2025-06-06 11:23:53.213519,San Salvador,Tienda en línea,Nublado,Medio,50,20,13.6929,-89.2182
675,2025-05-23 14:34:51.154094,San Salvador,Tienda en línea,Lluvioso,Medio,57,21,13.6929,-89.2182
676,2025-05-05 12:33:02.749195,San Salvador,Restaurante,Nublado,Bajo,29,0,13.6929,-89.2182
677,2025-07-24 11:35:49.964796,La Libertad,Supermercado,Soleado,Medio,47,10,13.4883,-89.3222
678,2025-06-26 05:59:39.732594,San Salvador,Farmacia,Soleado,Alto,49,16,13.6929,-89.2182
679,2025-03-04 11:15:58.461262,San Miguel,Farmacia,Nublado,Bajo,36,2,13.4833,-88.1833
680,2025-07-28 01:33:40.648008,La Libertad,Restaurante,Lluvioso,Bajo,56,35,13.4883,-89.3222
681,2025-07-17 20:52:16.001564,La Libertad,Tienda en línea,Nublado,Medio,50,26,13.4883,-89.3222
682,2025-07-02 06:28:36.843872,San Salvador,Restaurante,Nublado,Alto,46,21,13.6929,-89.2182
683,2025-07-10 23:19:28.386356,San Miguel,Farmacia,Lluvioso,Bajo,25,0,13.4833,-88.1833
684,2025-05-16 15:28:10.058706,Santa Ana,Supermercado,Soleado,Alto,34,14,13.9942,-89.5597
685,2025-04-07 05:28:52.315716,La Libertad,Farmacia,Lluvioso,Medio,38,8,13.4883,-89.3222
686,2025-08-09 01:03:56.584741,San Miguel,Farmacia,Lluvioso,Medio,46,10,13.4833,-88.1833
687,2025-06-26 09:11:55.909405,La Libertad,Farmacia,Soleado,Bajo,31,0,13.4883,-89.3222
688,2025-07-12 15:20:29.415252,La Libertad,Farmacia,Soleado,Bajo,34,2,13.4883,-89.3222
689,2025-03-22 14:16:37.579390,San Miguel,Farmacia,Nublado,Alto,32,0,13.4833,-88.1833
690,2025-04-05 01:33:37.713733,Santa Ana,Tienda en línea,Soleado,Alto,59,33,13.9942,-89.5597
691,2025-06-02 17:33:21.542877,San Miguel,Restaurante,Lluvioso,Alto,55,15,13.4833,-88.1833
692,2025-06-03 12:31:37.282675,La Libertad,Tienda en línea,Lluvioso,Alto,52,30,13.4883,-89.3222
693,2025-03-04 16:39:58.416577,San Salvador,Supermercado,Lluvioso,Alto,46,20,13.6929,-89.2182
694,2025-06-12 14:05:40.949757,San Miguel,Restaurante,Soleado,Medio,38,14,13.4833,-88.1833
695,2025-04-28 22:43:03.663280,San Miguel,Farmacia,Nublado,Bajo,46,19,13.4833,-88.1833
696,2025-05-16 16:31:19.117779,Santa Ana,Farmacia,Nublado,Bajo,17,0,13.9942,-89.5597
697,2025-05-21 17:46:40.849108,San Salvador,Tienda en línea,Soleado,Alto,43,9,13.6929,-89.2182
698,2025-03-18 05:48:21.392550,San Miguel,Supermercado,Soleado,Bajo,16,0,13.4833,-88.1833
699,2025-05-10 01:22:49.099672,San Miguel,Restaurante,Lluvioso,Bajo,43,10,13.4833,-88.1833
700,2025-08-29 08:15:31.142136,Santa Ana,Restaurante,Nublado,Bajo,42,9,13.9942,-89.5597
701,2025-07-27 01:47:12.404811,San Salvador,Tienda en línea,Nublado,Alto,57,31,13.6929,-89.2182
702,2025-05-10 15:00:13.783464,San Salvador,Farmacia,Soleado,Alto,52,19,13.6929,-89.2182
703,2025-05-06 19:29:39.540964,Santa Ana,Tienda en línea,Nublado,Alto,50,24,13.9942,-89.5597
704,2025-04-18 12:38:13.971786,San Salvador,Tienda en línea,Nublado,Alto,43,10,13.6929,-89.2182
705,2025-04-24 23:01:10.538244,La Libertad,Tienda en línea,Lluvioso,Alto,31,0,13.4883,-89.3222
706,2025-06-28 18:10:34.119485,San Salvador,Tienda en línea,Lluvioso,Alto,44,16,13.6929,-89.2182
707,2025-08-25 08:53:11.243197,San Miguel,Farmacia,Nublado,Bajo,17,0,13.4833,-88.1833
708,2025-04-15 07:15:54.668916,La Libertad,Supermercado,Lluvioso,Bajo,24,0,13.4883,-89.3222
709,2025-05-01 01:07:10.329699,San Salvador,Farmacia,Nublado,Medio,44,8,13.6929,-89.2182
710,2025-06-10 06:57:52.919219,San Salvador,Farmacia,Soleado,Alto,56,30,13.6929,-89.2182
711,2025-08-23 17:56:47.540555,Santa Ana,Farmacia,Soleado,Alto,40,4,13.9942,-89.5597
712,2025-05-18 12:38:28.202286,San Salvador,Supermercado,Lluvioso,Bajo,35,13,13.6929,-89.2182
713,2025-03-06 04:54:30.091733,San Salvador,Supermercado,Lluvioso,Medio,54,26,13.6929,-89.2182
714,2025-08-04 16:53:49.413792,Santa Ana,Supermercado,Lluvioso,Bajo,51,26,13.9942,-89.5597
715,2025-07-06 14:54:12.342254,San Salvador,Tienda en línea,Lluvioso,Medio,41,20,13.6929,-89.2182
716,2025-07-30 21:01:25.991200,San Salvador,Tienda en línea,Lluvioso,Medio,50,25,13.6929,-89.2182
717,2025-05-11 13:55:27.257152,San Miguel,Farmacia,Soleado,Bajo,42,17,13.4833,-88.1833
718,2025-08-22 11:34:13.676778,Santa Ana,Restaurante,Lluvioso,Bajo,45,8,13.9942,-89.5597
719,2025-03-20 15:05:50.783284,San Salvador,Supermercado,Soleado,Bajo,20,0,13.6929,-89.2182
720,2025-06-15 13:44:45.856310,San Salvador,Restaurante,Nublado,Alto,50,17,13.6929,-89.2182
721,2025-05-26 05:52:32.386853,Santa Ana,Restaurante,Nublado,Bajo,33,3,13.9942,-89.5597
722,2025-06-29 07:18:55.806603,La Libertad,Tienda en línea,Soleado,Bajo,26,0,13.4883,-89.3222
723,2025-04-09 12:59:50.693529,La Libertad,Restaurante,Lluvioso,Alto,46,15,13.4883,-89.3222
724,2025-07-02 01:18:12.842342,La Libertad,Farmacia,Lluvioso,Medio,50,28,13.4883,-89.3222
725,2025-04-30 08:01:17.511762,Santa Ana,Supermercado,Nublado,Medio,48,21,13.9942,-89.5597
726,2025-07-27 21:06:32.346251,San Miguel,Tienda en línea,Lluvioso,Medio,53,23,13.4833,-88.1833
727,2025-05-26 05:17:55.082954,San Miguel,Tienda en línea,Nublado,Alto,56,30,13.4833,-88.1833
728,2025-08-26 02:20:26.203616,San Miguel,Tienda en línea,Soleado,Medio,25,0,13.4833,-88.1833
729,2025-08-25 05:24:06.430463,San Miguel,Supermercado,Lluvioso,Bajo,33,3,13.4833,-88.1833
730,2025-03-17 22:06:49.098990,San Miguel,Restaurante,Nublado,Medio,37,14,13.4833,-88.1833
731,2025-08-14 18:37:49.296413,Santa Ana,Supermercado,Nublado,Alto,45,24,13.9942,-89.5597
732,2025-07-26 03:54:51.212424,Santa Ana,Supermercado,Nublado,Alto,61,32,13.9942,-89.5597
733,2025-07-03 05:27:39.439343,San Salvador,Tienda en línea,Lluvioso,Medio,64,38,13.6929,-89.2182
734,2025-05-16 08:39:23.938859,San Salvador,Tienda en línea,Nublado,Medio,43,11,13.6929,-89.2182
735,2025-08-28 17:53:05.178659,Santa Ana,Tienda en línea,Lluvioso,Alto,54,17,13.9942,-89.5597
736,2025-06-23 11:04:37.421857,San Salvador,Tienda en línea,Nublado,Bajo,23,0,13.6929,-89.2182
737,2025-03-11 15:30:19.774363,Santa Ana,Tienda en línea,Nublado,Bajo,41,10,13.9942,-89.5597
738,2025-08-08 13:29:17.938951,La Libertad,Farmacia,Nublado,Medio,52,17,13.4883,-89.3222
739,2025-08-17 23:50:01.393230,San Miguel,Tienda en línea,Soleado,Alto,55,24,13.4833,-88.1833
740,2025-05-15 09:34:13.758466,San Miguel,Farmacia,Lluvioso,Medio,61,22,13.4833,-88.1833
741,2025-05-28 10:47:28.758899,San Salvador,Supermercado,Soleado,Alto,40,6,13.6929,-89.2182
742,2025-04-27 12:45:53.297585,San Miguel,Farmacia,Soleado,Bajo,38,10,13.4833,-88.1833
743,2025-07-15 12:38:44.920564,San Miguel,Restaurante,Lluvioso,Bajo,29,0,13.4833,-88.1833
744,2025-05-18 05:50:22.134167,Santa Ana,Farmacia,Soleado,Bajo,32,5,13.9942,-89.5597
745,2025-04-21 10:10:29.633800,La Libertad,Farmacia,Lluvioso,Bajo,43,10,13.4883,-89.3222
746,2025-03-06 17:50:55.271216,La Libertad,Tienda en línea,Lluvioso,Bajo,27,0,13.4883,-89.3222
747,2025-06-20 17:14:37.320462,Santa Ana,Farmacia,Nublado,Alto,63,23,13.9942,-89.5597
748,2025-08-29 09:07:33.218127,Santa Ana,Supermercado,Lluvioso,Alto,67,27,13.9942,-89.5597
749,2025-08-05 09:09:59.444973,San Salvador,Farmacia,Soleado,Bajo,34,14,13.6929,-89.2182
750,2025-07-01 10:27:51.845304,Santa Ana,Farmacia,Nublado,Alto,30,0,13.9942,-89.5597
751,2025-04-03 14:55:13.343220,La Libertad,Farmacia,Soleado,Bajo,20,0,13.4883,-89.3222
752,2025-05-24 05:51:34.452566,San Miguel,Tienda en línea,Lluvioso,Medio,56,22,13.4833,-88.1833
753,2025-08-19 08:22:41.776796,Santa Ana,Supermercado,Soleado,Bajo,27,0,13.9942,-89.5597
754,2025-07-08 03:41:15.945064,Santa Ana,Restaurante,Nublado,Medio,34,9,13.9942,-89.5597
755,2025-06-23 18:05:09.486145,Santa Ana,Tienda en línea,Lluvioso,Alto,51,23,13.9942,-89.5597
756,2025-05-20 14:48:29.304701,Santa Ana,Supermercado,Nublado,Alto,61,21,13.9942,-89.5597
757,2025-08-18 06:13:28.819806,Santa Ana,Restaurante,Nublado,Bajo,26,4,13.9942,-89.5597
758,2025-04-16 03:07:42.101214,San Salvador,Supermercado,Soleado,Alto,38,3,13.6929,-89.2182
759,2025-04-10 09:55:53.505792,Santa Ana,Tienda en línea,Soleado,Alto,39,11,13.9942,-89.5597
